number;ProjectID;RequirementText;class;NFR;F;A;FT;L;LF;MN;O;PE;PO;SC;SE;US
421;nasa x38.doc_421;The Scheduler shall (3.3.4.13) attempt recovery from a frame overrun according to the following policy:;F;0;1;0;0;0;0;0;0;0;0;0;0;0
422;nasa x38.doc_422;if the scheduler determines that a task did not finish within its specified rate boundary, the scheduler shall (3.3.4.14) signal that a task overrun occurred.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
423;nasa x38.doc_423;When the task restart begins, the FTSS shall (3.3.4.15) provide a mechanism to signal the task to execute its startup recovery actions, including updating the I-Load data and pre-stored last good data state.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
424;nasa x38.doc_424;Following a task overrun, the scheduler shall (3.3.4.17) provide an application programmer's interface call which specifies which task was running within the rate group which has overrun.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
425;nasa x38.doc_425;The FTSS software shall (3.3.4.20) provide a task deadline capability which allows an application to specify which minor frame that an application should start in and finish in.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
426;nasa x38.doc_426;The Scheduler in the FTPP shall (3.3.4.16) keep all redundant copies of a process, which are executing in different computers, in synchronization.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
427;nasa x38.doc_427;The scope of FDIR shall (3.3.5.1) be limited to the hardware on the four FCP boards, the four MPCC/CTC boards, the five ICPs, and the five NEs.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
428;nasa x38.doc_428;FDIR shall (3.3.5.2) receive this information and, after two consecutive missed “heartbeats,” conclude that the ICP is failed.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
429;nasa x38.doc_429;FDIR shall (3.3.5.3) report the total FCC status to the Vehicle/Mission Manager when requested to do so by the Vehicle/Mission Manager.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
430;nasa x38.doc_430;The FDIR shall (3.3.5.4) execute CBIT during all operational phases.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
431;nasa x38.doc_431;The CBIT shall (3.3.5.5) be executed at a 50 Hz rate, after all 50 Hz flight critical operations are complete.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
432;nasa x38.doc_432;"The CBIT, at a minimum, shall (3.3.5.6) include a ""presence test"" to ascertain that all FCP processors are synchronized and are at the same relative point in time in the current minor frame.";F;0;1;0;0;0;0;0;0;0;0;0;0;0
433;nasa x38.doc_433;The presence test shall (3.3.5.7) also ascertain that all processors are executing the same 50 Hz, 10 Hz, and 1 Hz frames.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
434;nasa x38.doc_434;The CBIT shall (3.3.5.8) also arm and reset the hardware watchdog timer.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
435;nasa x38.doc_435;The CBIT shall (3.3.5.10) be executed without interfering with the normal execution of the application tasks.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
436;nasa x38.doc_436;The FDIR shall (3.3.5.11) not take more than 2 msec per minor frame under nominal no-fault conditions.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
437;nasa x38.doc_437;The FDIR shall (3.3.5.12) not take more than 3 msec per minor frame while processing faults.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
438;nasa x38.doc_438;The FDIR shall (3.3.5.13) be able to discriminate between permanent and non-permanent faults.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
439;nasa x38.doc_439;The FDIR shall (3.3.5.14) reset and retry the failed entity, such as an FCP or an NE, to perform this discrimination.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
440;nasa x38.doc_440;To clear the failure, FDIR shall (3.3.5.15) request the Vehicle/Mission Manager to cycle power to that FCR.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
441;nasa x38.doc_441;The FDIR shall (3.3.5.16) be able to identify a fault source, at least to an FCR.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
442;nasa x38.doc_442;The FDIR shall (3.3.5.17) place all fault and recovery information in shared memory for inclusion in the frames that will be telemetred and recorded by the CTC.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
443;nasa x38.doc_443;For the first permanent FCP failure, FDIR shall (3.3.5.30) degrade the redundancy level of the FCP from 4 to 3.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
444;nasa x38.doc_444;If a second permanent FCP failure occurs, then FDIR shall (3.3.5.31) degrade the redundancy level of the FCP from 3 to 2 and operate in a degraded triplex mode.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
445;nasa x38.doc_445;Additionally, FDIR shall (3.3.5.20) reinitialize and integrate an FCP if permitted by the Vehicle/Mission Manager.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
446;nasa x38.doc_446;FTSS shall (3.3.5.35) notify the applications that memory re-alignment and re-integration of an FCP is going to occur in 1 second.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
447;nasa x38.doc_447;FTSS shall (3.3.5.36) wait for the ICP to signal that it has completed initialization before suspending the application for memory re-alignment.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
448;nasa x38.doc_448;The FCP watchdog timer shall (3.3.5.38) remain active during memory re-alignment.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
449;nasa x38.doc_449;Reintegration of an FCP shall (3.3.5.21) be completed in at most 1.5 minutes.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
450;nasa x38.doc_450;It shall (3.3.5.22) be possible to perform voted VMEbus resets via the NEs.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
451;nasa x38.doc_451;For a permanent NE failure, FDIR shall (3.3.5.23) mask the failed NE.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
452;nasa x38.doc_452;For a transient NE failure, FDIR shall (3.3.5.24) mask the failed NE.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
453;nasa x38.doc_453;Additionally, FDIR shall (3.3.5.25) reinitialize and integrate the NE.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
454;nasa x38.doc_454;Intentional powering down of an FCP, ICP, or NE shall (3.3.5.32) not be classified as a fault.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
455;nasa x38.doc_455;FTSS shall (3.3.5.34) provide an API call which allows the application to notify FTSS that an FCP, ICP, or NE is intentionally being powered down.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
456;nasa x38.doc_456;FTSS shall (3.3.5.37) provide an API call which allows the application to take an FCR out of the permanently failed state and place it back in the initial recovery state.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
457;nasa x38.doc_457;A failed FCP or NE shall (3.3.5.27) be masked within three minor frames of fault detection and isolation.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
458;nasa x38.doc_458;The FTSS FDIR shall (3.3.5.28) exchange the status information of detected faults in the FCP, ICP, NE, and MPCC/CTC hardware with the NASA provided software.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
459;nasa x38.doc_459;"The FTPP system shall (3.3.5.29) perform the ""FTPP Failure Response/Recovery Mechanisms""as listed in the following matrix and notes of interest.";F;0;1;0;0;0;0;0;0;0;0;0;0;0
460;nasa x38.doc_460;Synchronous communication shall (3.3.6.1) be in the form of messages enqueued for transmission at the start of the next rate group frame and dequeued for reading by the recipient task within the next rate group frame after it is received.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
461;nasa x38.doc_461;A transmit packet queue and a receive packet queue shall (3.3.6.7) be maintained for each task or Communication ID (CID).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
462;nasa x38.doc_462;Access to the transmit queues shall (3.3.6.8) be controlled within the communication service primitives .;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
463;nasa x38.doc_463;Message passing communications primitives shall (3.3.6.9) be provided for task-to-task communication as well as for broadcast to all processors.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
464;nasa x38.doc_464;Broadcast primitives shall (3.3.6.10) not be available on ICPs.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
465;nasa x38.doc_465;For the highest rate group tasks (i.e., tasks that can not be preempted), Immediate Message Services shall (3.3.6.11) also be provided.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
466;nasa x38.doc_466;A version of the Immediate Message Services shall (3.3.6.12) be provided to the ICPs that allows Class 2 writes to NEs and Class 1 reads from NEs.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
467;nasa x38.doc_467;Communications services shall (3.3.6.13) provide a version of Immediate Message Services between rate groups within the FCP that bypasses the NE and that can be used to control and monitor inter-rate group communications.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
468;nasa x38.doc_468;Communication services shall (3.3.6.14) provide the capability for a “helper” task to be created to run in the 50 Hz rate group, but running in specific minor cycles (every 5th or every 50th) to provide data from the ICP to the lower rate tasks.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
469;nasa x38.doc_469;The procedures used to build the executable FTSS software using a cross-compiler and linker, down-load the image to the target processors, and burn the load image into the Radstone PowerPC flash RAM shall (3.3.7.1) be documented in the release notes that accompany Engineering Releases of the FTSS software and in the Software Users Manual.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
470;nasa x38.doc_470;Any makefiles or other automated scripts that support the build, down-load, and flash programming processes shall (3.3.7.2) be delivered with the software to NASA.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
471;nasa x38.doc_471;For each mission mode, the congruent and non-congruent memory boundaries shall (3.3.8.1) be known and fixed.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
472;nasa x38.doc_472;"The Memory Management software shall (3.3.8.2) periodically ""scrub"" volatile and read/write memory in the FCP.";F;0;1;0;0;0;0;0;0;0;0;0;0;0
473;nasa x38.doc_473;It shall (3.3.8.3) not be necessary to scrub memory that is not used by the flight software.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
474;nasa x38.doc_474;It shall (3.3.8.16) not be necessary to scrub that area used to store telemetry data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
475;nasa x38.doc_475;Memory scrubbing shall (3.3.8.5) be executed without interfering with normal execution of applications tasks.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
476;nasa x38.doc_476;The memory scrubbing software shall (3.3.8.6) be capable of scrubbing 10 Megabytes in 8 minutes.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
477;nasa x38.doc_477;The RAM scrub software shall (3.3.8.15) at most use 1% of an FCP CPU duty cycle.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
478;nasa x38.doc_478;Even though memory scrubbing is performed locally and the errors would not be congruent, the recording of errors shall (3.3.8.10) be congruent.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
479;nasa x38.doc_479;"To support reintegrating a desynchronized channel, as specified in the FDIR requirements, the Memory Management software shall (3.3.8.11) ""re-align"" all of the volatile and read/write congruent memory, registers, timers and other locations that fit the description of ""volatile and read/write congruent locations"".";F;0;1;0;0;0;0;0;0;0;0;0;0;0
480;nasa x38.doc_480;The re-align function shall (3.3.8.12) write the voted value from the good channels into the target channel.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
481;nasa x38.doc_481;The re-align function shall (3.3.8.13) be allowed only when permitted by the Vehicle/Mission Manager.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
482;nasa x38.doc_482;Memory Management software shall (3.3.8.14) include (but not be limited to) memory scrubbing and memory realignment.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
483;nasa x38.doc_483;Memory shall (3.3.9.1) be categorized into congruent (identical data) and non-congruent (data that is not identical) memory.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
484;nasa x38.doc_484;Time Management shall (3.3.10.4) provide MET.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
485;nasa x38.doc_485;The MET shall (3.3.10.5) be initialized to zero at the first 50 Hz frame.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
486;nasa x38.doc_486;The MET shall (3.3.10.6) measure real-time from this event with an accuracy of at most 50 Parts Per Million (PPM).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
487;nasa x38.doc_487;The MET shall (3.3.10.7) have a resolution of 20 msec. for 50 Hz tasks, 100 msec for 10 Hz tasks, and 1 second for 1 Hz tasks.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
488;nasa x38.doc_488;The MET shall (3.3.10.8) be able to increment to at least 30 days without rolling over.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
489;nasa x38.doc_489;The MET shall (3.3.10.9) be congruent across all FCP members.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
490;nasa x38.doc_490;Following a processor recovery, during which time is frozen, the FTSS software shall (3.3.10.10) account for the frozen time and update MET to its proper value.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
491;nasa x38.doc_491;Time Management shall (3.3.10.11) provide SEP.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
492;nasa x38.doc_492;Time Management shall (3.3.10.12) initialize SEP to zero within one minor cycle of the time when the vehicle/mission manager software has notified the FTSS software that the X-38 vehicle is released from the Space Shuttle Remote Manipulator System.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
493;nasa x38.doc_493;The SEP shall (3.3.10.13) measure real-time from this event with an accuracy of at most 50 Parts Per Million (PPM).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
494;nasa x38.doc_494;The SEP shall (3.3.10.14) have a resolution of 20 msec. for 50 Hz tasks, 100 msec for 10 Hz tasks, and 1 second for 1 Hz tasks.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
495;nasa x38.doc_495;The SEP shall (3.3.10.15) be able to increment to at least 1 day without rolling over.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
496;nasa x38.doc_496;The SEP shall (3.3.10.16) be congruent across all FCP members.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
497;nasa x38.doc_497;Following a processor recovery, during which time is frozen, the FTSS software shall (3.3.10.17) account for the frozen time and update SEP to its proper value.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
498;nasa x38.doc_498;If the SEP API call is made prior to actual separation, the call shall (3.3.10.27) return zero (0).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
499;nasa x38.doc_499;The Time Services, if dealing with the year designation, shall (3.3.10.21) be Year 2000-compliant.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
500;nasa x38.doc_500;No year designation used in any requirement;F;0;1;0;0;0;0;0;0;0;0;0;0;0
501;nasa x38.doc_501;Time Management shall (3.3.10.23) provide a utility timer.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
502;nasa x38.doc_502;The utility timer shall (3.3.10.24) be available via an FTSS API call(s).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
503;nasa x38.doc_503;The utility timer shall (3.3.10.25) have a resolution of 60.6 nanoseconds.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
504;nasa x38.doc_504;The utility timer shall (3.3.10.26) have an accuracy of at most 50 PPM.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
505;nasa x38.doc_505;Load modules of the four FCPs shall (3.3.11.1) be identical.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
506;nasa x38.doc_506;Control flow of the four FCPs shall (3.3.11.2) be similar, if not identical.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
507;nasa x38.doc_507;Asymmetric I/O calls shall (3.3.11.3) not be allowed to induce a large enough skew to force the FCPs to desynchronize.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
508;nasa x38.doc_508;FTSS shall (3.3.11.8) provide an API call which allows the application to specify which MPCC channels in a C&T FCR should be used for telemetry and/or command reception.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
509;nasa x38.doc_509;Upon occurrence of an exception, the FTPP system shall (3.3.12.1) log the error and include all context data relevant to the exception e.g. the contents of the Machine State Register (MSR) and the machine status Save/Restore Registers (SRR0 & SRR1).;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
510;nasa x38.doc_510;The error type and its context data shall (3.3.12.4) be made available to the application via an API call.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
511;nasa x38.doc_511;For software exceptions, the FTPP system shall (3.3.12.2) then transfer control to a user specified exception handling routine, if one is provided.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
512;nasa x38.doc_512;For hardware exceptions, the FTPP system shall (3.3.12.5) “handle” the exception by making the error and its context data available to the application and then returning from the exception handler.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
513;nasa x38.doc_513;For reserved exceptions, the FTPP system shall (3.3.12.6) “handle” the exception by making the error and its context data available to the application and then returning from the exception handler.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
514;nasa x38.doc_514;Finally, for software exceptions only, the FTPP system shall (3.3.12.3) then “jump back” to the initialization point for the offending task.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
515;nasa x38.doc_515;If the exception occurs within the FTSS software, the FTPP system shall (3.3.12.7) “jump” back to the beginning of the task, skip all initialization code, and begin processing the task’s code again.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
516;nasa x38.doc_516;An application programming interface shall (3.3.13.3) be documented in a FTSS API document.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
517;nasa x38.doc_517;The presence, or absence of, an NEFU ICP shall (3.3.14.1) not impact the FTSS software (i.e., the FTSS ICP load will not be different).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
518;nasa x38.doc_518;FTSS services shall (3.3.15) provide an API call which provides the capability to close and delete all communication mechanisms delete all rate groups, and suspend and delete all tasks.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
519;nasa x38.doc_519;The FCP-ICP communications shall (3.4.1.1.1) provide the following capabilities (these are written from the viewpoint of the FCP): 1. Signal the start of the 50 Hz rate group in the ICP. 2. Synchronize frames across the four ICPs. 3. Receive congruent sensor data from ICPs. 4. Send voted actuator and other output device commands to ICPs. 5. Receive health and status of the ICPs and all the FCC hardware for which the ICPs are responsible. 6. Provide the ICPs with current minor frame number, X-38 flight phase/segment number, vehicle mode number, MET, and SEP. 7. Provide the ICPs with notification of FCP memory alignment two minor frames prior to the start of the alignment.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
520;nasa x38.doc_520;As part of start-up or after recovering from a transient fault: after completing IBIT, the FCP shall (3.4.1.2.1) wait 15 seconds for the ICP to initialize all of its non-Radstone VME slave boards and its NE interface;F;0;1;0;0;0;0;0;0;0;0;0;0;0
